price,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Chipset,Clock Speed,Memory Slots,Expandable Memory,RAM Frequency,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,HDD Capacity,RPM,Sound Chip,Lock Port,Model Name,Supported Operating System,Multi Card Slot,Included Software,Battery Cell,Security Chip,TGP,International Warranty,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Antivirus,Dock Port,Firewire Port,Read/Write Speed,Wireless WAN,Stylus Included,Other Accessories,Optane Memory,Inbuilt 4G LTE,Recovery Options,EMMC Storage Capacity
"88,990","Laptop, Power Adaptor, User Guide",FX516PM-HN157TS,90NR03U1-M07270,ASUS TUF Dash Series,Eclipse Grey,Gaming Laptop,Gaming,5 hours,200W AC Adapter,Yes,GDDR6,6 GB,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,Intel® Core™ i5-11300H Processor,,2.6 GHz with Turbo Boost Upto 4.4 GHz,2,32GB,3200 MHz,8 MB,NVIDIA GeForce RTX 3060,4,64 bit,Windows 10 Home,64,Yes,Yes,"1 x Type C USB 3.2 Gen 2, 1x Thunderbolt™ 4 support DisplayPort™ / power delivery",1 x HDMI 2.0b,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display, Refresh Rate:144 Hz,IPS-level",Built-in Speaker,Built-in Array Microphone,,144 Hz,Wi-Fi 6(802.11ax) Dual band (2*2),v6.0,10/100/1000 Mbps,359 x 256 x 24.7,2. kg,Not Available,NA - No In-Built Camera,No,Backlit RGB Chiclet Keyboard,Yes,Touchpad,"Intel® Core™ i5-11300H Processor 2.6 GHz, 4 cores (8MB Cache, up to 4.8GHz), NVIDIA® GeForce RTX™ 3060 Laptop GPU,6GB GDDR6, 15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display, Refresh Rate:144Hz, IPS-level, 16GB DDR4-3200 SO-DIMM | 512GB M.2 NVMe™ PCIe® 3.0 SSD",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,FX516PM-HN157TS,Windows 10,,"Windows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year",4 Cell,,,12 Months,,,,No,No,No,Mcafee Antivirus - 1 Year,,,,Yes,No,,,,Yes,
"48,750","Laptop, Power Adaptor, User Guide",M515UA-BQ512TS,90NB0MS2-M09165,,Transparent Silver,Laptop,"Everyday Use, Processing & Multitasking, Performance, Entertainment",Upto 6 Hrs.,45W,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,,,,,,,,AMD Radeon wega 8,,,Windows 10 Home,,Yes,,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"35.56cm(14.0-inch),FHD (1920 x 1080) 16:9,Anti-glare display,LED Backlit,200nits,NTSC: 45%,Screen-to-body ratio: 78%",,Yes,SonicMaster,,,4.1,,"32.50 x 21.60 x 2.31 ~ 2.31 cm (12.80"" x 8.50"" x 0.91"" ~ 0.91"") (W x D x H)",1.6 kg,Not Available,,Yes,,,,,1 Year Manufacturing Warranty,Onsite,Manufacturing Defects,Any Type of Damage,1 Year,512 GB,,,,VivoBook 15,,Micro SD card reader,,,,,1 Year,,,,,,No,,,,,,,,,,,
"41,990","Laptop, Power Adaptor, User Guide",81WB011NIN,81WB01BHIN,,Platinum Grey,Laptop,Everyday Use,Upto 11 hours,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,,,,,,,,Intel Integrated Integrated Intel® UHD Graphics,,,Windows 10,,,,,,,No,39.62 cm (15.6 inch),1920x1080 pixel,,,,,,,5.0,,,,Not Available,,,,,,,2 Years Onsite,Onsite,Manufacturing Defects,Physical Damage,,,,,,IdeaPad Slim 3i,,,,,,,,,,,,,,,,,,,,,,,,
"67,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15ARH05,82B500MMIN||82B500BHIN,Legion 5,Phantom Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 7.1 hours,170 W Slim Tip Adapter,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,256 GB,8 GB,DDR4,4600H,AMD SoC,3.0 GHz with Turbo Boost Upto 4.0 GHz,2 Slots,Upto 32 GB,3200 MHz,11 MB,NVIDIA GeForce GTX 1650,6,64 bit,Windows 10 Home,64 bit,Yes,Yes,"3 x USB 3.2 (1st Gen), 1 x USB 3.2 1st Gen (Always On), 1 x USB-C 3.2 Gen 1 (Support Data Transfer and DisplayPort 1.2)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 45% NTSC Color Gamut, 250 nits Brightness, DC dimmer, 4 Sided Narrow Bezel (Active Area 84%))",Built-in Dual Speakers,Dual Array Microphone,"2W x 2 Stereo Speakers, Dolby Atmos for Gaming, HARMAN-branded Speakers",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,363.06 x 259.61 x 24 mm,2.3 kg,Not Available,720p Webcam (with Privacy Shutter),No,"White Backlit, English Keyboard",Yes,Touchpad,"Integrated 60Wh Battery, Lenovo Q-Control 3.0, Hybrid Mode, Rapid Charge Pro (0-50% in 30 Mins), Anti-oil and High Abrasion Polymer Blend, 100% Anti-ghosting Keyboard, Legion Coldfront 2.0",1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Gamer centric support 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,1 TB,5400,Realtek ALC3287,Kensington Security Slot,,,,,,,,,,,,,,,,,,,,,,,,,
"1,10,400","Laptop, Power Adaptor, User Guide, Sleeve",GA401QC-HZ047TS,90NR05T2-M00870,Zephyrus G14,White,Gaming Laptop,Gaming,Upto 10 Hrs,150W AC Adapter,Yes,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,5th Gen,Yes,1 TB,8 GB,DDR4,AMD Ryzen™ 7 5800HS,,3.2 GHz with Turbo boost up to 4.4 GHz,1,24GB,3200 MHz,16 MB,NVIDIA GeForce RTX 3050,8,64 bit,Windows 10 Home,64,Yes,No,"1x USB 3.2 Gen 2 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support DisplayPort",1 x HDMI 2.0b,PCIe NVMe,No,35.56 cm (14 inch),1920 x 1080 Pixels,14-inch FHD (1920 x 1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 144Hz IPS-level Pantone Validated:,Built-in Speaker,Built-in Array Microphone,"Smart Amp Technology, 2x 0.7W tweeter 2x 2.5W speaker with Smart Amp Technology",144 Hz,Wi-Fi 6(802.11ax) Dual band (2*2),v5.2,Not Available,32.4 x 22.2 x 1.79 CM,1.60 Kg,Not Available,NA-No Inbuilt Camera,No,Backlit Chiclet Keyboard,Yes,Touchpad,14-inch FHD (1920 x 1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 144Hz IPS-level Pantone Validated:,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,Dolby Atmos,Kensington Lock,Zephyrus G14 GA401QC-HZ047TS,Windows 10 Home,,"Windows 10 Home, Ms-Office Home & Student 2019, Mcafee AntiVIrus - 1 Year","76WHrs, 4S1P, 4-cell Li-ion",,,1 Year,No,No,No,No,No,No,Mcafee AntiVIrus - 1 Year,No,No,,,No,Sleeve,,No,Yes,
"59,999","Laptop, Power Adaptor, User Guide, Warranty Documents",530S-15IKB,81EV00BPIN,Ideapad 530s,Onyx Black,Thin and Light Laptop,Processing & Multitasking,Upto 8 hours,65 W AC Adapter,Yes,GDDR5,2 GB,Intel,Core i5,8th Gen,Yes,512 GB,8 GB,DDR4,8250U,,1.6 GHz with Turbo Boost Upto 3.4 GHz,1 Slot,Upto 16 GB,2400 MHz,6 MB,NVIDIA GeForce MX150,4,64 bit,Windows 10 Home,64 bit,Yes,,"2 x USB 3.0, 1 x USB 3.1 Type C",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare IPS Display,Built-in Dual Speakers,Array Digital Microphones,2 x 2 W Harman Speakers with Dolby Audio,,WIFI 2x2 AC,v4.1,,359 x 245 x 16.9 mm,1.69 kg,Not Available,HD 720P Webcam,,Island-style Backlit Keyboard,,Touchpad,Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,"4-in-1 Card Reader (SD, SDHC, SDXC, MMC)","Lenovo App Explorer, Lenovo Companion 3.0, Microsoft Office Home and Student 2016",4 cell,,,,,,,,,,McAfee LiveSafe 12 Months Subscription,,,,,,,,,,
"1,02,990","Laptop, battery, adapter, cables and user manuals",14ITL5,82BH00HWIN,Yoga 7,Slate Grey,2 in 1 Laptop,Processing & Multitasking,Upto 18.3 hours,,Yes,,,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR4,1165G7,,2.8 GHz upto max turbo frequency at 4.7 Ghz,,,,,Intel Integrated Iris Xe,4,64 bit,Windows 11 Home,,,,2 x USB 3.2 Gen 1,,,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,"FHD IPS 300nits Glossy, 72% NTSC, AGC",Built-in dual stereo speakers,Built-in dual array microphones,,,"11ac, 2x2",v5.0,,320.4 x 214.6 x 17.7 mm,,Not Available,720p,Yes,"Backlit, English",Yes,,,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",3 Year,,,,,14ITL5,Windows 11 Home,,Office Home and Student 2021,,,,,,,,,,,,,,,,,,,,,
"1,39,990","Laptop, battery, power adapter, user guide",Stealth 15M A11UEK-227IN,9S7-156311-227,Stealth 15M,Carbon Gray,Gaming Laptop,Processing & Multitasking,,150W Adapter,No,GDDR6,6 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,11375H,,5 GHz Max Turbo Boost Frequency,,,,,NVIDIA GeForce RTX 3060,,64 bit,Windows 10 Home,64,,No,"2 x Type-A USB3.2 Gen1, 1x Type-C (USB3.2 Gen2 / DP), 1x Type-C (USB4 / DP / Thunderbolt 4) with PD charging",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (144Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,144 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,,358.3 x 248 x 16.15,1.7 KG,Not Available,720p HD Webcam (30fps@720p),,RGB Gaming Keyboard,Yes,Touchpad,"3-Cell, 52 Whr Battery",2 Year Warranty Term for Gaming & Content Creation (EU-WE),Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",,,,Realtek ALC233,,Stealth 15M A11UEK-227IN,,1x Micro SD Card Reader,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,65 W,,,,,,,,,,,,,,,,,,
"1,84,790","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",GS65,9S7-16Q411-206,Stealth,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,230 W AC Adapter,No,GDDR6,6 GB,Intel,Core i7,8th Gen,Yes,512 GB,16 GB,DDR4,8750H,,2.2 GHz with Turbo Boost Upto 4.1 GHz,,,,9 MB,NVIDIA GeForce RTX 2060,6,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB 3.1 Type C, 3 x USB 3.1 Type A",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display (With 144 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphone,"2 x 2 W Speakers, Sound by Dynaudio",,Killer Wireless 1550 (2x2),v5.0,Killer Ethernet E2500,357 x 247 x 18 mm,1.88 kg,Not Available,HD 720P Webcam,,Per-key Backlight RGB Keyboard by Steelseries (Single Color - White),Yes,Touchpad,Li-ion Battery,2 Years Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,,,,,,,,"SteelSeries Engine 3, Cooler Boost Trinity, Dragon Center 2.0, Nahimic 3, True Color 2.0",4 cell,,,,,,,,,,,,,,,,,,,,
"1,14,990","Laptop, Power Adaptor, User Guide, Warranty Documents",UX482EGR-KA521WS,90NB0S51-M005F0,ZenBook Duo 14 (2021) Touch Panel,Celestial Blue,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,Yes,GDDR6,2 GB,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR4X,1155G7,,2.5 GHz upto max turbo frequency at 4.5 Ghz,,,,8,NVIDIA GeForce MX450,4,64 bit,Windows 11 Home,,Yes,,"1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 1.4,,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS-level Panel, 400nits, 100% sRGB Color Gamut, PANTONE Validated, Anti-glare display",Built-in Speaker,Built-in array microphone,,,Wi-Fi 6(802.11ax),v5.2,,324 x 222 x 17.3 mm,1.62 kg,Not Available,HD camera with IR function,No,Backlit Chiclet Keyboard,Yes,,70 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,UX482EGR-KA521WS,Windows 11 Home,1 x card reader,Office Home and Student 2021,4 Cell,,,,,,,,,,,,,,,,,,,,
"35,988","Laptop, Power Adaptor, User Guide, Warranty Documents",P1511CEA-BQ1758,P1511,ExpertBook,Slate Grey,Business Laptop,Processing & Multitasking,4-5 Hrs,45 W AC Adapter,No,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,Intel i3 1115G4,,1.7 GHz with Turbo Boost Upto 4.1 GHz,,,,6MB,Intel Integrated HD,2,64 bit,DOS,64 bit,Yes,No,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),Pcie nVme,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,FHD LED Backlit IPS Anti-glare Display,Built-in Speakers,Built-in Microphones,"Sonic Master, Audio by ICEpower, Cortana Voice Control Support",,IEEE 802.11ac,v4.1,,360.2 x 234.9 x 19.9 mm,1.80 kg,Not Available,VGA Webcam (Without Privacy Shutter),No,Chiclet Keyboard with Num-key,No,Touchpad,"37 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Security Lock,ExpertBook,,No,,2 cell,"TPM 2,0",,1 Year,,,,,,,,,,,,,,,,,
"1,09,990","Laptop, Power Adaptor, User Guide",15-en1036AX,3W218PA#ACJ,OMEN 15,Mica Silver,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 12.5 Hours,,No,GDDR6,6 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR4,5800H,,4.4 GHz Max Turbo Frequency,,16,,16,NVIDIA GeForce RTX 3060,8,64 bit,Windows 10 Home,64,Yes,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate (DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps Signaling Rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",1 x HDMI 2.0a,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Micro-edge Anti-glare Display (Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC, 144 Hz Refresh Rate)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Audio by B&O,144 Hz,Intel Wi-Fi 6 AX 200 (2x2),v5.0,Integrated 10/100/1000 GbE LAN,357.9 x 239.7 x 22.5,2.37 Kg,Not Available,HP Wide Vision 720p HD Webcam,No,"Full-size, 4-zone RGB Backlit, Mica Silver Keyboard",Yes,HP Imagepad with Multi-touch Gesture Support,"Precision Touchpad Support, 16 Thread, Dual Channel Memory Support, 2 User-accessible, 70.9 Wh Li-ion Polymer, Support Battery Fast Charge, Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters (Adapter is Not Included) (SDxC Support for Capacity Only, Not Speed), MU-MIMO Supported, Miracast Compatible, 26-Key Rollover Anti-Ghosting Key Technology, Immersive Display (8.6mm, 4.97mm), Connect Upto 3 External Monitors, Supports Dual 5K Display, Smallest 15 inch Gaming Laptop, Designed for Pro Games, 1.5mm Key Travel, Enlarged Touchpad, 3 Sided Micro Edge Display, Graphic Switcher, Network Booster, Adjustable Fan Switch, 17% CPU and GPU Power Boost-up Under Performance Mode, 10% Better 3D Mark 11 GFX Score (Note: Performance Mode is Only Available on select Configurations, (Graphic: GTX 1660 Ti/RTX 2060, RTX 2070 with Max-Q Design/ RTX 2070 Super with Mar-Q Design), May Increase Heat Level and Fan Noise Will Increase Up to 50dB), Premium & Sophisticated Design, Three Sided Narrow Bezel, Up to 12.5 Hr of Battery Life, Omen Tempest Cooling Technology, Omen Command Center, IR Thermopile Sensor, Most Suitable for Gaming, Graphic Designers, Content Creators, As per BapcoMM14 Test Battery Backup Will Vary Depending on Various Factors, 13% Better in Game FPS at Fry Cry F, 7% Better in Game FPS at Assassin's Creed Odyssey, 20% Faster in Blender Benchmark, 3 Side Vents Enable to 5 Way Airflow, 16% Larger Vents, 25% Increase in Fin Size, 15% Increase in Total Fan Size, 62% Increase in Max Airflow at 39DBA, HP Fast Charge ( Up to 50% Battery in 45 Minutes), HP Audio Boost",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,1 x Multi-format SD Media Card Reader,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",6 Cell,,,,,,,,,,,,,,,,,,,,
"36,000","Laptop, battery, adapter, cables and user manuals",Inspiron 3000,D560717WIN9B,Inspiron,Carbon Black,Thin and Light Laptop,Everyday Use,Upto 7 hours,,Yes,,,Intel,Pentium Quad Core,,Yes,256 GB,4 GB,DDR4,N5030,,1.1 GHz upto max turbo frequency at 3.1 Ghz,2,Upto 16 GB,2666 MHz,4M,Intel Integrated UHD,4,64 bit,Windows 11 Home,,Yes,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,M.2 SATA,No,39.62 cm (15.6 inch),1920 x 1080 pixel,HD AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,,802.11ac,v5.0,Available,358 x 235 x 18.9 mm,1.8 kg,Not Available,HD,No,English International Non Backlit Keyboard,No,Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,,,Kensington Lock Port,Inspiron 3510,Windows 11,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Office Home and Student 2021,3 cell,,,,,,,,,,McAfee,,,,,,,,,,
"1,39,990","Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-54,NH.QC2SI.008,Predator Helios 300,Abyssal Black,Gaming Laptop,Gaming,,230W,No,GDDR6,6 GB,Intel,Core i9,11th Gen,Yes,1 TB,16 GB,DDR4,11900,,2.50 GHz with Max Turbo Boost Frequency Up to 5.20 GHz,2,32,3200 MHz,16,NVIDIA GeForce RTX RTX 3060,8,64 bit,Windows 11 Home,64,Yes,Yes,"2 x USB 3.2, 1x USB Type-C",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS (In-Plane Switching) technology (300 nits Brightness, Acer ComfyView LED-backlit TFT LCD, supporting 300 Hz, 2 ms Overdrive,100% sRGB)",Built-in Dual Speakers,Built-in Dual Microphone,"DTS X:Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier | Supported in Windows Spatial Sound for PC Gaming with DTS license integrated | Immersive audio rendering over headphones and internal speakers | Acer Purified.Voice technology with dual built-in microphones. Features include far-field pickup, keystroke suppression, adaptive beam forming, and pre-defined personal and conference call modes. | Compatible with Cortana with Voice | Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound",300 Hz,"Killer Wi-Fi 6 AX 1650i, 802.11 a/b/g/n+acR2",v5.1,Killer Ethernet E2600,363x255 x 22.9mm,2.3 Kg,Not Available,720p HD Webcam,No,103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad,Yes,Touchpad with Multi-touch Gesture Support,59 Wh 4-cell Li-ion�battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,,,,Kensington Lock Slot,Predator Helios 300,Windows 11 Home,,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",4,,,1 Year,,,,,,,,,,,,,,,,,
"52,990","Laptop, Power Adaptor, User Guide, Warranty Documents",TP470EA-EC312WS,90NB0S01-M00BS0,VivoBook Flip 14,Indie Black,2 in 1 Laptop,Processing & Multitasking,,"65W AC Adapter, Li-ion battery",Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,LPDDR4X,1115G4,,4.1,,,,6,Intel Integrated UHD Graphics,2,64 bit,Windows 11 Home,64,Yes,,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 2 Type-A, x Thunderbolt 4",1x HDMI 1.4,NVMe PCIe,Yes,35.56 cm (14 Inch),1920 x 1080 Pixels,"FHD, IPS-level Panel (250nits Brightness, 45% NTSC color gamut)",Built-in speaker,Built-in array microphone,,,Wi-Fi 6(802.11ax),v5.0,,324.0 x 220.0 x 18.7 mm,1.50 kg,Not Available,720p HD camera,,Backlit Chiclet Keyboard,Yes,,42WHrs,1 Year onsite warranty,Osnite,Manufacturing defects,Physical damage,1 Year,,,,,TP470EA-EC312WS,Windows 11 Home,1x Micro SD card reader,,3,,,,,,,,,,,,,,,Yes,,,,,
"54,990","Laptop, Power Adaptor, User Guide, Warranty Documents",A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA,NH.Q97SI.001/ NH.Q97SI.004,Aspire 7,Black,Gaming Laptop,Gaming,Up to 9 hours,3-pin 135 W AC Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,,2.4 GHz with Turbo Boost Upto 5 GHz,,32,,,NVIDIA GeForce GTX 1650,,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB Type-C Port, 2 x USB 3.2 Gen 1 Ports, 1 x USB 2.0 Port",1 x HDMI Port,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Acer ComfyView LED Backlit TFT LCD Anti-glare Display (45% NTSC Color Gamut, Wide Viewing Angle up to 170 Degrees, Ultra-Slim Design, 16:9 Aspect Ratio, IPS Level Panel, Mercury Free, Environment Friendly)",Built-in Dual Stereo Speakers,Built-in Dual Microphones,,,802.11a/b/g/n/acR2+ax wireless LAN,v5.0,Gigabit,363.4 x 254.5 x 20.9,2.15 Kg,Not Available,720p HD Webcam (1280 x 720 Resolution),No,FineTip Backlit Keyboard with Independent Standard Numeric Keypad ( International Language Support and Power Button),Yes,"Multi-gesture Touchpad, Supporting Two-finger Scroll; Pinch; Gestures to Open Cortana, Action Center, Multitasking; Application Commands",48 Wh 3-cell Li-ion�battery�pack,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Kensington Lock Slot,,,,"Quick Access, Acer Care Center, Acer Product Registration, Acer Collection",3,,,1 Year,,,,,,,,,,,,,,,,,
"1,43,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",G513RM-HF272WS,90NR0845-M00EC0,ROG Strix G15,Eclipse Gray,Gaming Laptop,Gaming,,240W Adapter,Yes,GDDR6,6 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR5,6800H,,Max Boost Frequency Upto 4.7 GHz,2,,4800 MHz,20 MB,NVIDIA GeForce RTX 3060,8,,Windows 11 Home,,Yes,Yes,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C Support DisplayPort/ Power Delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.0b,PCIe 4.0 NVMe M.2,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS Level, 300 Hz Refresh Rate, 3ms Response Time, 170 Degree Viewing Angle, 300nits Brightness, 1:1000 Contrast, 72% NTSC%, 100% SRGB%, 75.35% Adobe%, Anti-glare Display, Adaptive Sync, Supports Dolby Vision HDR",Dual Speaker System with Smart Amplifier Technology,Built-in array microphone,"AI Noise Canceling Technology, Dolby Atmos, Hi-Res Certification, Smart Amp Technology",,Wi-Fi 6E(802.11ax) (Dual band) 2 x 2,v5.2,10/100/1000/2500 Mbps,354 x 259 x 22.6 mm,2.30 kg,Not Available,,,Backlit Chiclet Keyboard 4-Zone RGB,Yes,,"90WHrs, 4S1P, 4-cell Li-ion",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,G513RM-HF272WS,Windows 11 Home,,Microsoft Office Home & Student,4 Cell,BIOS Administrator Password and User Password Protection Trusted Platform Module (Firmware TPM),,,,,,,,,,,,,,,,,,,
"55,999","Laptop, Power Adaptor, User Guide, Warranty Documents",15ITL6,82H802ETIN,,Arctic Grey,Laptop,Processing & Multitasking,UPTO 6 HRS,,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,,,,,,,,Intel Integrated,,,Windows 11 Home,,,,,,,No,39.62 cm (15.6 inch),1920x1080 pixel,,,,,,,YES,,,,Not Available,,,,,,,1 YEAR,ONSITE,MANUFACTURING DEFECT,PHYSICAL DEFECT,,,,,,IdeaPad 3,,,,,,,,,,,,,,,,,,,,,,,,
